totsec,true_course_deg,hdg_deg_T,pitch_deg,bank_deg
18:52:21.797,107.477951,107.477951,-0.020877,17.130625
18:52:22.594,110.265245,110.265245,0.002944,16.560870
18:52:23.797,112.684922,112.684922,0.027587,16.853254
18:52:24.195,115.032296,115.032296,0.054972,17.867329
18:52:25.797,117.651325,117.651325,0.079357,19.074330
18:52:26.195,120.666893,120.666893,0.083046,19.291605
18:52:27.195,123.881432,123.881432,0.039348,17.680844
18:52:29.398,126.923780,126.923780,-0.075832,14.562027
18:52:30.398,129.430648,129.430648,-0.272935,10.731688
18:52:31.594,131.276801,131.276801,-0.544021,7.247776
18:52:32.594,132.561301,132.561301,-0.869954,4.751645
18:52:33.398,133.462993,133.462993,-1.228063,3.039780
18:52:34.398,134.208676,134.208676,-1.595856,2.330006
18:52:35.195,134.944272,134.944272,-1.946625,2.428940
18:52:36.398,135.698427,135.698427,-2.248723,2.970168
18:52:37.398,136.446566,136.446566,-2.468925,3.874515
18:52:38.195,137.087921,137.087921,-2.582709,4.506658
18:52:39.594,137.574331,137.574331,-2.576998,4.919213
18:52:40.398,137.928477,137.928477,-2.455194,5.271173
18:52:41.594,138.288188,138.288188,-2.225357,5.988067
18:52:42.195,138.694995,138.694995,-1.900955,6.392867
18:52:43.797,139.126511,139.126511,-1.495616,6.170835
18:52:44.594,139.565145,139.565145,-1.031181,5.497322
18:52:45.797,140.047544,140.047544,-0.537738,4.813910
18:52:46.398,140.586093,140.586093,-0.054887,4.178625
18:52:47.594,141.179274,141.179274,0.373033,3.696843
18:52:48.398,141.686115,141.686115,0.702603,2.833966
18:52:49.195,142.050475,142.050475,0.899495,2.037250
18:52:50.195,142.274213,142.274213,0.943922,1.443081
18:52:51.398,142.400828,142.400828,0.845096,1.096974
18:52:52.398,142.383901,142.383901,0.631766,0.555275
18:52:53.797,142.165147,142.165147,0.350076,-0.134265
18:52:54.594,141.648787,141.648787,0.040484,-1.197525
18:52:55.000,140.772981,140.772981,-0.265853,-2.616847
18:52:56.594,139.534522,139.534522,-0.544255,-4.165373
18:52:57.398,138.031141,138.031141,-0.766295,-5.204862
18:52:58.398,136.464397,136.464397,-0.900527,-5.140496
18:52:59.797,135.104732,135.104732,-0.926754,-3.853506
18:53:00.398,134.090970,134.090970,-0.847015,-2.270632
18:53:01.195,133.424266,133.424266,-0.686821,-1.139815
18:53:02.398,133.050724,133.050724,-0.488767,-0.339516
18:53:03.195,132.901962,132.901962,-0.298018,0.350106
18:53:04.195,132.857201,132.857201,-0.149528,0.789162
18:53:05.797,132.930868,132.930868,-0.049379,1.503344
18:53:07.797,133.067863,133.067863,0.026255,1.977433
18:53:08.398,133.325719,133.325719,0.114706,2.764932
18:53:09.797,133.689407,133.689407,0.242004,3.577706
18:53:10.797,134.147843,134.147843,0.409433,4.360174
18:53:11.398,134.708148,134.708148,0.599959,4.869032
18:53:12.398,135.351336,135.351336,0.790127,4.811839
18:53:13.594,136.079832,136.079832,0.956810,4.573116
18:53:14.797,136.770444,136.770444,1.083863,3.920310
18:53:15.594,137.319298,137.319298,1.160023,3.335318
18:53:16.797,137.611558,137.611558,1.177115,2.745017
18:53:17.594,137.644022,137.644022,1.126586,2.619783
18:53:18.195,137.591510,137.591510,0.996795,3.260076
18:53:19.797,137.527737,137.527737,0.780225,3.473369
18:53:20.398,137.406042,137.406042,0.480692,2.513149
18:53:21.000,137.177916,137.177916,0.120479,0.884594
18:53:22.398,136.879204,136.879204,-0.261186,-0.239574
18:53:23.398,136.637121,136.637121,-0.613175,-0.083135
18:53:24.398,136.472988,136.472988,-0.887561,0.456565
18:53:25.797,136.386441,136.386441,-1.058861,0.871949
18:53:26.594,136.267062,136.267062,-1.126219,0.203114
18:53:27.797,136.034687,136.034687,-1.109918,-1.264576
